strain	date	region	country	division
hDenV2/Colombia/VAC-LSPVAC-20240906-0401-VIG-VI/2024	2024-08-30	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-20240912-0687-VIG/2024	2024-08-31	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-20240913-0736-VIG/2024	2024-08-31	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-20240913-0785-VIG/2024	2024-08-23	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-20240920-1030-VIG/2024	2024-09-11	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-20240920-1032-VIG/2024	2024-09-06	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-20240924-1095-VIG/2024	2024-07-27	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-20240927-1232-VIG/2024	2024-09-26	South America	Colombia	Valle del Cauca
hDenV2/Colombia/VAC-LSPVAC-2401759-VI/2024	2024-01-13	South America	Colombia	Valle del Cauca
hDenV2/Colombia/SAN-Yale-DH158-P2/2006	2006	South America	Colombia	Santander
hDenV2/Colombia/BOL-UEB-98/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-4/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-125/2019	2019-05	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-264/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-327/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-27/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-113/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-322/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-321/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-15/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-87/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-126/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-121/2019	2019-05	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-130/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-70/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-3/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/BOL-UEB-311/2021	2021-10	South America	Colombia	Bolivar
hDenV2/Colombia/CUN-UEB-391/2014	2014-07	South America	Colombia	Cundinamarca
hDenV2/Colombia/CUN-UEB-28/2014	2014-07	South America	Colombia	Cundinamarca
hDenV2/Colombia/CUN-UEB-3/2014	2014-07	South America	Colombia	Cundinamarca
hDenV2/Colombia/CUN-UEB-16/2016	2016-09	South America	Colombia	Cundinamarca
hDenV2/Colombia/HUI-UEB-26/2011	2011-09	South America	Colombia	Huila
hDenV2/Colombia/VID-UEB-2/2023	2023-04	South America	Colombia	Vichada
hDenV2/Colombia/VID-UEB-3/2023	2023-04	South America	Colombia	Vichada
hDenV2/Colombia/VID-UEB-8/2023	2023-04	South America	Colombia	Vichada
hDenV2/Colombia/CUN-UEB-72/2014	2014-07	South America	Colombia	Cundinamarca
hDenV2/Colombia/un-FUAA-AFI009674/2019	2019-09	South America	Colombia	
hDenV2/Colombia/SAN-UR-F14102011/2014	2014-11	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-LV141242/2010	2010-09	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-P204100028/2015	2015-03	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-P201080038/2014	2014-09	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-01363/2001	2001-12	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-00325/2000	2000-08	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-G025/2003	2003-05	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-P200120378/2015	2015-10	South America	Colombia	Valle del Cauca
hDenV2/Colombia/SAN-UR-07040/2007	2007-02	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-F15050329/2015	2015-03	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-F15020239/2015	2015-03	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-F15070429/2015	2015-02	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-F14110114/2014	2014-11	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-F14102012/2014	2014-11	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-F14080014/2014	2014-09	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-F14122077/2014	2014-01	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-OC314/2006	2006-04	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-LV353/2004	2004-03	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-P204100046/2015	2015-05	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-P204100030/2015	2015-01	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-P204100021/2014	2014-01	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-LV11113714/2010	2010-10	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-07282/2007	2007-08	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-OC053/2005	2005-06	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-P201080044/2014	2014-07	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-01270/2001	2001-11	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-01220/2001	2001-10	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-08017/2008	2008-03	South America	Colombia	Santander
hDenV2/Colombia/SAN-UR-04080/2004	2004-07	South America	Colombia	Santander
hDenV2/Colombia/UC-MS129_657/2016	2016-02-08	South America	Colombia	Norte de Santander
hDenV2/Colombia/UC-MS108_658/2016	2016-01-19	South America	Colombia	Norte de Santander
hDenV2/Colombia/UC-MS106_659/2016	2016-01-14	South America	Colombia	Norte de Santander
hDenV2/Colombia/UC-MS77_660/2015	2015-12-14	South America	Colombia	Norte de Santander
hDenV2/Colombia/UC-MS46_661/2015	2015-10-29	South America	Colombia	Norte de Santander
hDenV2/Colombia/UC-MS32_662/2015	2015-10-13	South America	Colombia	Norte de Santander
hDenV2/Colombia/UC-MS11_663/2015	2015-09-15	South America	Colombia	Norte de Santander
