strain	date	country
1999.112	1999-01-01	BKK
1999.189	1999-01-01	BKK
1999.356	1999-01-01	BKK
1999.362	1999-01-01	BKK
1999.386	1999-01-01	BKK
1999.419	1999-01-01	BKK
1999.466	1999-01-01	BKK
1999.485	1999-01-01	BKK
1999.49	1999-01-01	BKK
1999.499	1999-01-01	BKK
1999.5	1999-01-01	Unk
1999.5_2	1999-01-01	Unk
1999.6	1999-01-01	BKK
1999.655	1999-01-01	BKK
1999.663	1999-01-01	BKK
1999.811	1999-01-01	BKK
1999.866	1999-01-01	BKK
1999.907	1999-01-01	BKK
2000.003	2000-01-01	BKK
2000.186	2000-01-01	BKK
2000.232	2000-01-01	BKK
2000.325	2000-01-01	BKK
2000.361	2000-01-01	BKK
2000.399	2000-01-01	BKK
2000.451	2000-01-01	BKK
2000.484	2000-01-01	BKK
2000.497	2000-01-01	BKK
2000.5	2000-01-01	Thailand
2000.571	2000-01-01	BKK
2000.585	2000-01-01	BKK
2000.604	2000-01-01	BKK
2000.667	2000-01-01	BKK
2000.697	2000-01-01	BKK
2000.699	2000-01-01	BKK
2000.71	2000-01-01	BKK
2000.762	2000-01-01	BKK
2000.79	2000-01-01	BKK
2000.836	2000-01-01	BKK
2000.852	2000-01-01	BKK
2000.91	2000-01-01	BKK
2000.964	2000-01-01	BKK
2000.967	2000-01-01	BKK
2001.025	2001-01-01	BKK
2001.038	2001-01-01	BKK
2001.041	2001-01-01	BKK
2001.126	2001-01-01	BKK
2001.134	2001-01-01	BKK
2001.137	2001-01-01	BKK
2001.203	2001-01-01	BKK
2001.205	2001-01-01	BKK
2001.285	2001-01-01	BKK
2001.293	2001-01-01	KPP
2001.304	2001-01-01	BKK
2001.351	2001-01-01	BKK
2001.408	2001-01-01	BKK
2001.438	2001-01-01	BKK
2001.46	2001-01-01	BKK
2001.485	2001-01-01	BKK
2001.5	2001-01-01	Cambodia
2001.518	2001-01-01	BKK
2001.521	2001-01-01	BKK
2001.674	2001-01-01	BKK
2001.677	2001-01-01	BKK
2001.679	2001-01-01	BKK
2001.762	2001-01-01	BKK
2001.781	2001-01-01	BKK
2001.803	2001-01-01	BKK
2001.896	2001-01-01	BKK
2001.926	2001-01-01	BKK
2001.981	2001-01-01	BKK
2001.981_2	2001-01-01	BKK
2002.285	2002-01-01	BKK
2002.288	2002-01-01	BKK
2002.397	2002-01-01	BKK
2002.441	2002-01-01	BKK
2002.455	2002-01-01	BKK
2002.5	2002-01-01	Cambodia
2002.54	2002-01-01	BKK
2002.573	2002-01-01	BKK
2002.63	2002-01-01	BKK
2002.688	2002-01-01	BKK
2002.688_2	2002-01-01	BKK
2002.77	2002-01-01	BKK
2002.836	2002-01-01	BKK
2002.899	2002-01-01	BKK
2002.91	2002-01-01	BKK
2002.959	2002-01-01	BKK
2002.978	2002-01-01	BKK
2002.981	2002-01-01	BKK
2002.995	2002-01-01	BKK
2003.03	2003-01-01	KPP
2003.068	2003-01-01	BKK
2003.079	2003-01-01	BKK
2003.085	2003-01-01	BKK
2003.107	2003-01-01	BKK
2003.126	2003-01-01	KPP
2003.173	2003-01-01	KPP
2003.192	2003-01-01	BKK
2003.205	2003-01-01	KPP
2003.244	2003-01-01	KPP
2003.255	2003-01-01	BKK
2003.26	2003-01-01	KPP
2003.271	2003-01-01	KPP
2003.326	2003-01-01	BKK
2003.345	2003-01-01	BKK
2003.362	2003-01-01	BKK
2003.37	2003-01-01	BKK
2003.499	2003-01-01	BKK
2003.704	2003-01-01	BKK
2003.715	2003-01-01	BKK
2003.74	2003-01-01	BKK
2003.789	2003-01-01	Taiwan
2003.803	2003-01-01	BKK
2003.825	2003-01-01	BKK
2003.847	2003-01-01	BKK
2003.871	2003-01-01	BKK
2003.879	2003-01-01	BKK
2003.879_2	2003-01-01	BKK
2003.882	2003-01-01	BKK
2003.885	2003-01-01	BKK
2003.959	2003-01-01	BKK
2003.964	2003-01-01	BKK
2004.068	2004-01-01	BKK
2004.235	2004-01-01	BKK
2004.27	2004-01-01	BKK
2004.396	2004-01-01	BKK
2004.456	2004-01-01	BKK
2004.5	2004-01-01	BKK
2004.511	2004-01-01	BKK
2004.527	2004-01-01	BKK
2004.533	2004-01-01	BKK
2004.555	2004-01-01	BKK
2004.56	2004-01-01	BKK
2004.571	2004-01-01	BKK
2004.574	2004-01-01	BKK
2004.593	2004-01-01	BKK
2004.601	2004-01-01	BKK
2004.708	2004-01-01	BKK
2004.71	2004-01-01	BKK
2004.724	2004-01-01	BKK
2004.773	2004-01-01	BKK
2004.795	2004-01-01	BKK
2004.798	2004-01-01	BKK
2004.811	2004-01-01	BKK
2004.814	2004-01-01	BKK
2004.828	2004-01-01	BKK
2004.836	2004-01-01	BKK
2004.877	2004-01-01	BKK
2004.888	2004-01-01	BKK
2004.921	2004-01-01	BKK
2004.929	2004-01-01	BKK
2004.932	2004-01-01	BKK
2004.94	2004-01-01	BKK
2004.967	2004-01-01	BKK
2004.989	2004-01-01	BKK
2005.134	2005-01-01	BKK
2005.299	2005-01-01	KPP
2005.326	2005-01-01	KPP
2005.353	2005-01-01	BKK
2005.359	2005-01-01	KPP
2005.362	2005-01-01	KPP
2005.364	2005-01-01	KPP
2005.392	2005-01-01	BKK
2005.4	2005-01-01	BKK
2005.419	2005-01-01	BKK
2005.422	2005-01-01	KPP
2005.425	2005-01-01	BKK
2005.449	2005-01-01	BKK
2005.466	2005-01-01	BKK
2005.471	2005-01-01	BKK
2005.5	2005-01-01	Singapore
2005.51	2005-01-01	BKK
2005.523	2005-01-01	BKK
2005.553	2005-01-01	BKK
2005.57	2005-01-01	BKK
2005.6	2005-01-01	BKK
2005.619	2005-01-01	BKK
2005.636	2005-01-01	BKK
2005.668	2005-01-01	BKK
2005.688	2005-01-01	KPP
2005.696	2005-01-01	BKK
2005.699	2005-01-01	BKK
2005.726	2005-01-01	BKK
2005.726_2	2005-01-01	KPP
2005.762	2005-01-01	KPP
2005.778	2005-01-01	KPP
2005.784	2005-01-01	KPP
2005.789	2005-01-01	KPP
2005.814	2005-01-01	KPP
2005.838	2005-01-01	KPP
2005.847	2005-01-01	KPP
2005.852	2005-01-01	KPP
2005.858	2005-01-01	BKK
2005.882	2005-01-01	KPP
2005.888	2005-01-01	KPP
2005.929	2005-01-01	BKK
2006.038	2006-01-01	BKK
2006.077	2006-01-01	BKK
2006.112	2006-01-01	BKK
2006.121	2006-01-01	BKK
2006.126	2006-01-01	BKK
2006.134	2006-01-01	BKK
2006.145	2006-01-01	BKK
2006.145_2	2006-01-01	KPP
2006.151	2006-01-01	BKK
2006.164	2006-01-01	BKK
2006.178	2006-01-01	BKK
2006.2	2006-01-01	BKK
2006.205	2006-01-01	BKK
2006.214	2006-01-01	BKK
2006.227	2006-01-01	BKK
2006.227_2	2006-01-01	BKK
2006.227_3	2006-01-01	KPP
2006.238	2006-01-01	BKK
2006.238_2	2006-01-01	BKK
2006.247	2006-01-01	BKK
2006.249	2006-01-01	BKK
2006.252	2006-01-01	KPP
2006.271	2006-01-01	BKK
2006.299	2006-01-01	BKK
2006.301	2006-01-01	BKK
2006.31	2006-01-01	BKK
2006.312	2006-01-01	BKK
2006.315	2006-01-01	KPP
2006.329	2006-01-01	BKK
2006.329_2	2006-01-01	KPP
2006.34	2006-01-01	BKK
2006.34_2	2006-01-01	BKK
2006.342	2006-01-01	BKK
2006.353	2006-01-01	BKK
2006.353_2	2006-01-01	KPP
2006.362	2006-01-01	BKK
2006.367	2006-01-01	BKK
2006.373	2006-01-01	BKK
2006.381	2006-01-01	BKK
2006.392	2006-01-01	KPP
2006.403	2006-01-01	BKK
2006.416	2006-01-01	BKK
2006.425	2006-01-01	BKK
2006.436	2006-01-01	BKK
2006.449	2006-01-01	BKK
2006.452	2006-01-01	BKK
2006.482	2006-01-01	KPP
2006.49	2006-01-01	KPP
2006.518	2006-01-01	BKK
2006.534	2006-01-01	BKK
2006.551	2006-01-01	BKK
2006.551_2	2006-01-01	BKK
2006.553	2006-01-01	BKK
2006.556	2006-01-01	BKK
2006.556_2	2006-01-01	BKK
2006.559	2006-01-01	BKK
2006.567	2006-01-01	BKK
2006.573	2006-01-01	BKK
2006.581	2006-01-01	BKK
2006.584	2006-01-01	BKK
2006.584_2	2006-01-01	KPP
2006.595	2006-01-01	KPP
2006.6	2006-01-01	BKK
2006.611	2006-01-01	KPP
2006.627	2006-01-01	BKK
2006.638	2006-01-01	BKK
2006.638_2	2006-01-01	KPP
2006.647	2006-01-01	BKK
2006.647_2	2006-01-01	KPP
2006.663	2006-01-01	BKK
2006.663_2	2006-01-01	KPP
2006.671	2006-01-01	BKK
2006.688	2006-01-01	BKK
2006.701	2006-01-01	BKK
2006.707	2006-01-01	BKK
2006.721	2006-01-01	BKK
2006.721_2	2006-01-01	BKK
2006.726	2006-01-01	BKK
2006.803	2006-01-01	BKK
2006.805	2006-01-01	BKK
2006.805_2	2006-01-01	BKK
2006.805_3	2006-01-01	BKK
2006.808	2006-01-01	BKK
2006.811	2006-01-01	BKK
2006.814	2006-01-01	BKK
2006.833	2006-01-01	BKK
2006.858	2006-01-01	BKK
2006.874	2006-01-01	BKK
2006.888	2006-01-01	BKK
2006.904	2006-01-01	BKK
2006.91	2006-01-01	BKK
2006.912	2006-01-01	BKK
2006.932	2006-01-01	BKK
2006.932_2	2006-01-01	BKK
2006.948	2006-01-01	BKK
2006.951	2006-01-01	BKK
2006.975	2006-01-01	BKK
2007.058	2007-01-01	BKK
2007.173	2007-01-01	BKK
2007.214	2007-01-01	BKK
2007.274	2007-01-01	BKK
2007.315	2007-01-01	KPP
2007.337	2007-01-01	BKK
2007.416	2007-01-01	KPP
2007.425	2007-01-01	KPP
2007.447	2007-01-01	BKK
2007.5	2007-01-01	Cambodia
2007.5_2	2007-01-01	KPP
2007.573	2007-01-01	BKK
2007.573_2	2007-01-01	KPP
2007.581	2007-01-01	BKK
2007.584	2007-01-01	BKK
2007.603	2007-01-01	KPP
2007.603_2	2007-01-01	KPP
2007.603_3	2007-01-01	KPP
2007.603_4	2007-01-01	KPP
2007.649	2007-01-01	BKK
2007.655	2007-01-01	BKK
2007.66	2007-01-01	BKK
2007.685	2007-01-01	BKK
2007.767	2007-01-01	BKK
2007.786	2007-01-01	BKK
2007.805	2007-01-01	BKK
2007.808	2007-01-01	BKK
2007.868	2007-01-01	BKK
2007.932	2007-01-01	BKK
2008.098	2008-01-01	BKK
2008.172	2008-01-01	BKK
2008.186	2008-01-01	BKK
2008.317	2008-01-01	BKK
2008.5	2008-01-01	BKK
2008.5_2	2008-01-01	BKK
2008.5_3	2008-01-01	Cambodia
2008.5_4	2008-01-01	Myanmar
2008.5_5	2008-01-01	Myanmar
2008.522	2008-01-01	BKK
2008.525	2008-01-01	BKK
2008.623	2008-01-01	BKK
2008.664	2008-01-01	BKK
2009.5	2009-01-01	Cambodia
2009.581	2009-01-01	BKK
2009.592	2009-01-01	KPP
2009.636	2009-01-01	KPP
2009.808	2009-01-01	KPP
2009.91	2009-01-01	BKK
2009.975	2009-01-01	BKK
2010.142	2010-01-01	BKK
2010.162	2010-01-01	BKK
2010.564	2010-01-01	BKK
2010.734	2010-01-01	BKK
2010.737	2010-01-01	China
2010.781	2010-01-01	BKK
2010.789	2010-01-01	BKK
2010.86	2010-01-01	BKK
2010.956	2010-01-01	Singapore
2010.973	2010-01-01	BKK
2011.096	2011-01-01	BKK
2011.244	2011-01-01	BKK
2011.247	2011-01-01	BKK
2011.353	2011-01-01	BKK
2011.403	2011-01-01	BKK
2011.455	2011-01-01	Singapore
2011.46	2011-01-01	BKK
2011.479	2011-01-01	BKK
2011.5	2011-01-01	Thailand
2012.186	2012-01-01	BKK
2012.795	2012-01-01	BKK
2012.981	2012-01-01	BKK
2013.011	2013-01-01	Malaysia
2013.055	2013-01-01	BKK
2013.137	2013-01-01	BKK
2013.504	2013-01-01	BKK
2013.556	2013-01-01	BKK
2013.562	2013-01-01	BKK
2013.575	2013-01-01	BKK
2013.614	2013-01-01	China
2013.638	2013-01-01	BKK
2013.71	2013-01-01	BKK
2013.8	2013-01-01	BKK
2014.121	2014-01-01	Philippines
2014.203	2014-01-01	BKK
2014.5	2014-01-01	Singapore
2014.575	2014-01-01	BKK
2014.66	2014-01-01	BKK
2014.737	2014-01-01	BKK
2014.764	2014-01-01	BKK
2014.789	2014-01-01	BKK
2014.814	2014-01-01	BKK
2014.874	2014-01-01	BKK
2014.901	2014-01-01	BKK
2014.921	2014-01-01	BKK
2014.94	2014-01-01	BKK
2014.956	2014-01-01	BKK
2014.956_2	2014-01-01	Malaysia
2015.488	2015-01-01	China
2016.041	2016-01-01	Singapore
2016.087	2016-01-01	China
2016.205	2016-01-01	Singapore
2016.626	2016-01-01	China
2016.708	2016-01-01	Thailand
2016.708_2	2016-01-01	Thailand
2016.79	2016-01-01	Thailand
2016.79_2	2016-01-01	Thailand
2016.874	2016-01-01	Thailand
2016.956	2016-01-01	Thailand
2017.455	2017-01-01	Thailand
2017.455_2	2017-01-01	Thailand
2018.458	2018-01-01	China
2019.058	2019-01-01	China
