strain	date	region	country	division
2006.655	2006-01-01	KPP
2006.638_2	2006-01-01	KPP
2006.622	2006-01-01	KPP
2006.6	2006-01-01	KPP
2006.619	2006-01-01	KPP
2006.638	2006-01-01	KPP
2006.614	2006-01-01	KPP
1995.685	1995-01-01	KPP
2002.463_2	2002-01-01	KPP
2006.589	2006-01-01	KPP
2006.932	2006-01-01	BKK
2007.436	2007-01-01	KPP
2000.481	2000-01-01	KPP
2006.871_2	2006-01-01	BKK
2006.515_2	2006-01-01	BKK
2006.696	2006-01-01	BKK
2006.852	2006-01-01	BKK
2006.649	2006-01-01	KPP
2006.614_2	2006-01-01	KPP
2006.6_2	2006-01-01	KPP
2006.433	2006-01-01	KPP
2006.644	2006-01-01	KPP
2006.975	2006-01-01	BKK
2006.901	2006-01-01	BKK
2006.962	2006-01-01	BKK
2006.899_3	2006-01-01	BKK
2006.871_3	2006-01-01	BKK
2006.740	2006-01-01	BKK
2006.721_2	2006-01-01	BKK
2006.721_3	2006-01-01	BKK
2006.784	2006-01-01	BKK
2006.819	2006-01-01	BKK
2006.855	2006-01-01	BKK
2006.611_2	2006-01-01	BKK
2006.556	2006-01-01	BKK
2006.54	2006-01-01	BKK
2006.468	2006-01-01	BKK
2006.622_3	2006-01-01	BKK
2006.592	2006-01-01	BKK
2009.608	2009-01-01	KPP
2009.348	2009-01-01	KPP
2009.5_3	2009-01-01	H0
2014.899	2014-01-01	BKK
2014.83	2014-01-01	BKK
2014.789	2014-01-01	BKK
2013.655	2013-01-01	BKK
2014.619	2014-01-01	BKK
2014.753	2014-01-01	BKK
2011.499	2011-01-01	KPP
1999.378	1999-01-01	KPP
2002.29	2002-01-01	KPP
2002.244	2002-01-01	KPP
1998.244_2	1998-01-01	KPP
2002.605	2002-01-01	KPP
2004.016	2004-01-01	KPP
2001.866	2001-01-01	Thailand
2001.688	2001-01-01	BKK
2001.647	2001-01-01	Thailand
2001.638	2001-01-01	Thailand
2001.449	2001-01-01	Thailand
2001.474_2	2001-01-01	KPP
1998.616	1998-01-01	KPP
2003.145	2003-01-01	BKK
2003.137	2003-01-01	BKK
2002.953_2	2002-01-01	BKK
2002.953	2002-01-01	BKK
2002.918	2002-01-01	BKK
2002.923	2002-01-01	BKK
2002.907	2002-01-01	BKK
2003.134	2003-01-01	BKK
2003.104	2003-01-01	BKK
2002.564	2002-01-01	BKK
2002.43	2002-01-01	BKK
2002.389	2002-01-01	BKK
2002.252	2002-01-01	BKK
2002.175_2	2002-01-01	BKK
2001.5	2001-01-01	Thailand
2001.356	2001-01-01	BKK
2001.493	2001-01-01	BKK
2001.025	2001-01-01	BKK
2000.689_2	2000-01-01	BKK
2000.943	2000-01-01	BKK
2000.926	2000-01-01	KPP
2001.334	2001-01-01	BKK
2001.288_2	2001-01-01	BKK
2001.485	2001-01-01	BKK
2000.872_2	2000-01-01	BKK
2001.353	2001-01-01	BKK
2002.214	2002-01-01	BKK
2004.623_2	2004-01-01	H0
2001.455	2001-01-01	P0
2001.203	2001-01-01	P0
2001.118	2001-01-01	BKK
2000.934	2000-01-01	BKK
2006.238	2006-01-01	KPP
2001.811	2001-01-01	KPP
1998.173	1998-01-01	KPP
2001.658	2001-01-01	BKK
2010.704	2010-01-01	KPP
2002.57	2002-01-01	KPP
2002.548	2002-01-01	KPP
2001.288	2001-01-01	L0
2001.704	2001-01-01	BKK
2002.345	2002-01-01	BKK
2001.8	2001-01-01	BKK
2001.37	2001-01-01	N0
2002.074	2002-01-01	BKK
2003.17	2003-01-01	BKK
2002.586	2002-01-01	BKK
2002.09	2002-01-01	BKK
2010.6	2010-01-01	KPP
2010.545	2010-01-01	KPP
2003.386_2	2003-01-01	KPP
2003.192	2003-01-01	BKK
2003.863	2003-01-01	BKK
2003.041	2003-01-01	P0
2002.51	2002-01-01	BKK
2002.132	2002-01-01	BKK
2003.745	2003-01-01	BKK
2002.915	2002-01-01	BKK
2003.638	2003-01-01	BKK
2002.378	2002-01-01	BKK
2001.964	2001-01-01	BKK
2001.416	2001-01-01	KPP
2001.534	2001-01-01	BKK
2003.244	2003-01-01	BKK
2003.83	2003-01-01	BKK
2003.762	2003-01-01	BKK
2003.816	2003-01-01	BKK
2003.06	2003-01-01	BKK
2002.233	2002-01-01	BKK
2001.496	2001-01-01	BKK
2006.441	2006-01-01	KPP
2004.041	2004-01-01	BKK
2006.052	2006-01-01	BKK
2005.449	2005-01-01	BKK
2005.167	2005-01-01	BKK
2004.609	2004-01-01	BKK
2004.481	2004-01-01	BKK
2005.14	2005-01-01	BKK
2004.932	2004-01-01	BKK
2005.063	2005-01-01	BKK
2004.235	2004-01-01	BKK
2004.044	2004-01-01	BKK
2006.027	2006-01-01	BKK
2006.008	2006-01-01	BKK
2005.882	2005-01-01	BKK
2005.863	2005-01-01	BKK
2006.389	2006-01-01	KPP
2005.493	2005-01-01	KPP
2005.455	2005-01-01	KPP
2005.356	2005-01-01	KPP
2005.312	2005-01-01	KPP
2005.405	2005-01-01	KPP
2005.321	2005-01-01	KPP
2005.332	2005-01-01	KPP
2005.405_2	2005-01-01	KPP
2004.883	2004-01-01	BKK
2004.844	2004-01-01	BKK
2004.803	2004-01-01	BKK
2004.596	2004-01-01	BKK
2003.241	2003-01-01	BKK
2003.205	2003-01-01	BKK
2001.827	2001-01-01	BKK
2001.827_2	2001-01-01	BKK
2005.422	2005-01-01	KPP
2005.389	2005-01-01	KPP
2005.375	2005-01-01	KPP
2005.307	2005-01-01	KPP
2005.085	2005-01-01	KPP
2004.738	2004-01-01	BKK
2003.964	2003-01-01	BKK
2002.499_2	2002-01-01	BKK
2002.762	2002-01-01	BKK
2003.37	2003-01-01	N0
2006.97_2	2006-01-01	BKK
2006.945_3	2006-01-01	BKK
2006.942	2006-01-01	BKK
2006.907_2	2006-01-01	BKK
2006.899	2006-01-01	BKK
2006.852_2	2006-01-01	BKK
2006.773_2	2006-01-01	BKK
2006.447	2006-01-01	BKK
2006.688	2006-01-01	BKK
2005.967_2	2005-01-01	BKK
2006.658_2	2006-01-01	BKK
2006.581_2	2006-01-01	BKK
2006.901_2	2006-01-01	BKK
2006.625_2	2006-01-01	BKK
2006.504	2006-01-01	BKK
2006.836	2006-01-01	BKK
2006.011_2	2006-01-01	BKK
2005.995	2005-01-01	BKK
2005.901	2005-01-01	KPP
2005.874	2005-01-01	KPP
2005.208	2005-01-01	BKK
2004.262	2004-01-01	BKK
2005.447	2005-01-01	KPP
2004.956	2004-01-01	P0
2003.271	2003-01-01	BKK
2002.203	2002-01-01	P0
2001.658_2	2001-01-01	BKK
2006.907	2006-01-01	BKK
2006.759	2006-01-01	BKK
2006.603_3	2006-01-01	BKK
2006.597	2006-01-01	BKK
2006.581	2006-01-01	BKK
2006.567	2006-01-01	BKK
2003.403_2	2003-01-01	KPP
2003.386	2003-01-01	KPP
2003.764	2003-01-01	BKK
2002.493	2002-01-01	BKK
2003.575	2003-01-01	BKK
2003.455	2003-01-01	N0
2002.808	2002-01-01	BKK
2002.989	2002-01-01	BKK
2002.942	2002-01-01	BKK
2003.211	2003-01-01	BKK
2002.921	2002-01-01	BKK
2002.384	2002-01-01	BKK
2002.142	2002-01-01	BKK
2003.488	2003-01-01	BKK
1997.573	1997-01-01	KPP
2004.678	2004-01-01	BKK
2004.954	2004-01-01	BKK
2006.181	2006-01-01	KPP
2006.164	2006-01-01	KPP
2005.975	2005-01-01	KPP
2005.921	2005-01-01	KPP
2005.907	2005-01-01	KPP
2005.841	2005-01-01	KPP
2005.833	2005-01-01	KPP
2005.458	2005-01-01	KPP
2005.466	2005-01-01	BKK
2005.137	2005-01-01	BKK
1999.636	1999-01-01	KPP
1995.658_2	1995-01-01	KPP
1997.477	1997-01-01	KPP
1995.658	1995-01-01	KPP
1998.718	1998-01-01	KPP
2006.91_2	2006-01-01	BKK
2006.581_4	2006-01-01	BKK
2006.414	2006-01-01	BKK
2006.279	2006-01-01	KPP
2006.26	2006-01-01	KPP
2006.2	2006-01-01	KPP
2006.249	2006-01-01	KPP
2006.255	2006-01-01	KPP
2005.537_2	2005-01-01	BKK
2006.197	2006-01-01	BKK
2004.055	2004-01-01	BKK
2006.852_3	2006-01-01	BKK
2006.608	2006-01-01	BKK
2006.685	2006-01-01	BKK
2006.789_2	2006-01-01	BKK
2006.203	2006-01-01	BKK
2006.362	2006-01-01	BKK
2006.482_2	2006-01-01	KPP
2006.214	2006-01-01	BKK
2003.395_2	2003-01-01	BKK
2006.282	2006-01-01	BKK
2006.277	2006-01-01	BKK
2006.211	2006-01-01	BKK
2006.016	2006-01-01	BKK
2006.008_2	2006-01-01	BKK
2004.989	2004-01-01	BKK
2004.855	2004-01-01	BKK
2004.915	2004-01-01	BKK
2004.716	2004-01-01	BKK
2004.475	2004-01-01	BKK
2004.445	2004-01-01	BKK
2009.542	2009-01-01	KPP
2009.203	2009-01-01	KPP
2009.118	2009-01-01	KPP
2007.458	2007-01-01	KPP
2006.929_2	2006-01-01	BKK
2006.926	2006-01-01	BKK
2006.57_3	2006-01-01	BKK
2006.512	2006-01-01	BKK
2006.225	2006-01-01	BKK
2006.055	2006-01-01	BKK
2006.899_2	2006-01-01	BKK
2006.581_3	2006-01-01	BKK
2006.397	2006-01-01	BKK
2006.485	2006-01-01	BKK
2006.129	2006-01-01	BKK
2006.279_2	2006-01-01	BKK
2005.479	2005-01-01	BKK
2006.94	2006-01-01	BKK
2006.792_2	2006-01-01	BKK
2006.542	2006-01-01	BKK
2006.945	2006-01-01	BKK
2006.444	2006-01-01	BKK
2006.26_2	2006-01-01	BKK
2006.855_2	2006-01-01	BKK
2006.647	2006-01-01	BKK
2004.473	2004-01-01	BKK
2004.372	2004-01-01	BKK
2006.551	2006-01-01	BKK
2006.23	2006-01-01	BKK
2005.345	2005-01-01	KPP
2005.123	2005-01-01	BKK
2011.468	2011-01-01	KPP
2006.679_2	2006-01-01	KPP
2002.279	2002-01-01	KPP
2006.299	2006-01-01	KPP
2006.416	2006-01-01	KPP
2006.403	2006-01-01	KPP
2007.238	2007-01-01	KPP
2007.216	2007-01-01	KPP
2006.57	2006-01-01	BKK
2006.082	2006-01-01	BKK
2007.578	2007-01-01	P0
2006.907_4	2006-01-01	BKK
1997.463	1997-01-01	KPP
2006.827	2006-01-01	BKK
2006.529_2	2006-01-01	BKK
2006.515	2006-01-01	BKK
2006.611	2006-01-01	BKK
2006.482	2006-01-01	KPP
2006.929	2006-01-01	BKK
2005.37	2005-01-01	L0
2005.37_2	2005-01-01	L0
2008.593	2008-01-01	KPP
2006.551_2	2006-01-01	BKK
2006.518	2006-01-01	BKK
2006.529	2006-01-01	BKK
2005.959	2005-01-01	BKK
2006.258	2006-01-01	BKK
2006.115	2006-01-01	BKK
2005.773	2005-01-01	BKK
2006.038	2006-01-01	BKK
2006.622_4	2006-01-01	BKK
2007.5_3	2007-01-01	Vietnam
1999.537_2	1999-01-01	BKK
2006.893_2	2006-01-01	BKK
2006.888	2006-01-01	BKK
2007.512	2007-01-01	L0
2011.441	2011-01-01	BKK
2010.871	2010-01-01	BKK
2010.866	2010-01-01	BKK
2010.764	2010-01-01	BKK
2011.26	2011-01-01	BKK
2014.732	2014-01-01	BKK
2014.641	2014-01-01	BKK
2012.53	2012-01-01	BKK
2012.948	2012-01-01	BKK
2013.658	2013-01-01	BKK
2013.025	2013-01-01	BKK
2011.345	2011-01-01	BKK
2011.34	2011-01-01	BKK
2010.792	2010-01-01	BKK
2008.585	2008-01-01	KPP
2006.871	2006-01-01	BKK
2006.395	2006-01-01	BKK
2003.307	2003-01-01	KPP
2006.685_2	2006-01-01	BKK
2006.773	2006-01-01	BKK
2006.455	2006-01-01	H0
2006.058	2006-01-01	BKK
2005.622	2005-01-01	P0
2009.5	2009-01-01	P0
2009.6	2009-01-01	P0
2006.184	2006-01-01	BKK
2006.145	2006-01-01	BKK
1999.46	1999-01-01	KPP
2009.532	2009-01-01	KPP
2009.501	2009-01-01	KPP
2009.411	2009-01-01	KPP
2008.516	2008-01-01	L0
2012.724	2012-01-01	BKK
2010.362	2010-01-01	KPP
2003.342	2003-01-01	KPP
2007.666	2007-01-01	BKK
2006.318	2006-01-01	BKK
2011.945	2011-01-01	KPP
2011.502	2011-01-01	KPP
2004.295	2004-01-01	KPP
2006.625	2006-01-01	KPP
2008.943	2008-01-01	H0
2007.562	2007-01-01	Thailand
2005.707	2005-01-01	H0
2006.964	2006-01-01	BKK
2006.614_3	2006-01-01	BKK
2006.57_4	2006-01-01	BKK
2006.559_2	2006-01-01	BKK
2006.526_2	2006-01-01	BKK
2006.403_3	2006-01-01	BKK
2006.948	2006-01-01	BKK
2006.945_2	2006-01-01	BKK
2006.789_3	2006-01-01	BKK
2006.907_3	2006-01-01	BKK
2006.732	2006-01-01	BKK
2006.926_2	2006-01-01	BKK
2006.301	2006-01-01	BKK
2006.126	2006-01-01	BKK
2006.244	2006-01-01	BKK
2006.923	2006-01-01	BKK
2006.337	2006-01-01	BKK
2006.192	2006-01-01	BKK
2006.011	2006-01-01	BKK
2004.852	2004-01-01	BKK
2004.811	2004-01-01	BKK
1995.507	1995-01-01	KPP
2003.455_2	2003-01-01	L0
2002.499	2002-01-01	BKK
2001.956	2001-01-01	H0
2000.79	2000-01-01	H0
2000.956	2000-01-01	H0
2002.077	2002-01-01	BKK
2006.597_2	2006-01-01	BKK
2006.066	2006-01-01	BKK
2003.622	2003-01-01	H0
2006.575	2006-01-01	BKK
2006.014	2006-01-01	BKK
2006.674	2006-01-01	KPP
2006.619_2	2006-01-01	KPP
2006.236	2006-01-01	KPP
2006.504_2	2006-01-01	BKK
2006.49_2	2006-01-01	BKK
2003.5_4	2003-01-01	Singapore
2003.5_5	2003-01-01	Singapore
2006.874	2006-01-01	BKK
2003.5_6	2003-01-01	Singapore
2004.847	2004-01-01	BKK
2002.37_2	2002-01-01	BKK
2001.877	2001-01-01	BKK
2006.814	2006-01-01	BKK
1995.918	1995-01-01	KPP
2006.581_5	2006-01-01	BKK
2004.5_5	2004-01-01	Cambodia
2003.5_2	2003-01-01	Vietnam
2001.762	2001-01-01	BKK
2001.5_5	2001-01-01	Cambodia
2000.5_3	2000-01-01	Cambodia
2005.5_9	2005-01-01	Malaysia
2011.847	2011-01-01	BKK
2008.757	2008-01-01	L0
2009.414	2009-01-01	KPP
2006.97	2006-01-01	BKK
2006.767	2006-01-01	BKK
2006.932_2	2006-01-01	BKK
2006.803	2006-01-01	BKK
2006.721	2006-01-01	BKK
2006.452	2006-01-01	BKK
2006.638_3	2006-01-01	BKK
2006.627	2006-01-01	BKK
2006.548	2006-01-01	BKK
2006.649_2	2006-01-01	BKK
2006.49_3	2006-01-01	BKK
2006.66_2	2006-01-01	BKK
2006.605	2006-01-01	BKK
2006.526	2006-01-01	BKK
2006.255_2	2006-01-01	BKK
2006.241	2006-01-01	BKK
2006.608_2	2006-01-01	BKK
2006.375	2006-01-01	BKK
2006.323	2006-01-01	BKK
2006.189	2006-01-01	BKK
2005.364	2005-01-01	BKK
2011.638	2011-01-01	KPP
2011.504	2011-01-01	KPP
2002.496	2002-01-01	KPP
2006.433_2	2006-01-01	KPP
2006.956	2006-01-01	BKK
2004.626	2004-01-01	BKK
2010.751	2010-01-01	BKK
1999.474	1999-01-01	BKK
2011.493	2011-01-01	KPP
2011.455	2011-01-01	KPP
1997.929	1997-01-01	BKK
2000.678	2000-01-01	BKK
2000.456	2000-01-01	N0
1998.405	1998-01-01	BKK
1999.082	1999-01-01	BKK
1999.671	1999-01-01	BKK
1999.471	1999-01-01	BKK
1997.797	1997-01-01	BKK
1997.792	1997-01-01	BKK
1996.907	1996-01-01	BKK
1996.62	1996-01-01	BKK
1997.112_2	1997-01-01	BKK
1998.025	1998-01-01	BKK
2003.825	2003-01-01	KPP
1997.644	1997-01-01	KPP
1999.477	1999-01-01	BKK
1998.132	1998-01-01	BKK
1999.521	1999-01-01	KPP
1998.86	1998-01-01	BKK
1999.556	1999-01-01	BKK
1997.458	1997-01-01	KPP
2001.948	2001-01-01	KPP
2001.655	2001-01-01	BKK
2001.589	2001-01-01	BKK
2001.573	2001-01-01	BKK
2001.332	2001-01-01	KPP
2000.694	2000-01-01	BKK
1999.97	1999-01-01	BKK
2001.296	2001-01-01	KPP
1998.742	1998-01-01	BKK
1998.186_2	1998-01-01	BKK
1997.351	1997-01-01	BKK
1996.787	1996-01-01	BKK
2000.904	2000-01-01	BKK
2000.503	2000-01-01	BKK
1999.537	1999-01-01	L9
2011.332	2011-01-01	KPP
1997.433	1997-01-01	BKK
1998.485	1998-01-01	BKK
1997.707_2	1997-01-01	BKK
1997.616	1997-01-01	BKK
1995.71	1995-01-01	BKK
1996.568	1996-01-01	BKK
1995.885	1995-01-01	BKK
1995.723	1995-01-01	BKK
1995.589	1995-01-01	BKK
1996.705	1996-01-01	BKK
1997.373	1997-01-01	BKK
1998.575	1998-01-01	BKK
1997.652_2	1997-01-01	BKK
1996.814	1996-01-01	BKK
1996.579	1996-01-01	BKK
1998.096	1998-01-01	BKK
1994.707	1994-01-01	KPP
1994.364	1994-01-01	BKK
1994.5_11	1994-01-01	KPP
1999.638_3	1999-01-01	BKK
1998.255	1998-01-01	KPP
1996.486	1996-01-01	KPP
1998.016	1998-01-01	BKK
1996.932_2	1996-01-01	BKK
2003.795	2003-01-01	KPP
1998.345	1998-01-01	KPP
1998.367	1998-01-01	KPP
1998.241	1998-01-01	BKK
1997.052	1997-01-01	BKK
1998.074	1998-01-01	BKK
1997.304	1997-01-01	BKK
1996.205	1996-01-01	BKK
1996.781	1996-01-01	BKK
1996.53	1996-01-01	BKK
1995.304	1995-01-01	BKK
1995.126	1995-01-01	BKK
1995.197	1995-01-01	BKK
1995.666_2	1995-01-01	BKK
1995.595	1995-01-01	BKK
1995.584_2	1995-01-01	BKK
1995.63	1995-01-01	BKK
1995.66	1995-01-01	BKK
1995.638	1995-01-01	BKK
1995.548	1995-01-01	BKK
1994.926	1994-01-01	KPP
1994.6	1994-01-01	KPP
1994.5_10	1994-01-01	KPP
1994.504	1994-01-01	BKK
1998.052	1998-01-01	BKK
1998.216	1998-01-01	KPP
1996.574	1996-01-01	BKK
1995.786	1995-01-01	BKK
1998.055	1998-01-01	BKK
1997.671	1997-01-01	BKK
1997.559	1997-01-01	BKK
2002.126	2002-01-01	KPP
1997.5	1997-01-01	BKK
1996.921	1996-01-01	BKK
1998.926	1998-01-01	BKK
1998.896	1998-01-01	BKK
1998.173_2	1998-01-01	BKK
1999.071	1999-01-01	BKK
1999.06	1999-01-01	BKK
2002.145	2002-01-01	BKK
2000.929	2000-01-01	BKK
2000.574	2000-01-01	BKK
2001.638_2	2001-01-01	BKK
2000.814	2000-01-01	BKK
1999.521_2	1999-01-01	BKK
1999.534	1999-01-01	BKK
1998.797	1998-01-01	BKK
2001.797	2001-01-01	BKK
2001.704_2	2001-01-01	BKK
2001.186	2001-01-01	BKK
2000.388	2000-01-01	BKK
1999.367	1999-01-01	BKK
2000.907	2000-01-01	BKK
2000.743	2000-01-01	KPP
2000.661_2	2000-01-01	KPP
2000.661	2000-01-01	KPP
2000.593	2000-01-01	KPP
2000.5	2000-01-01	N0
2000.134	2000-01-01	BKK
2001.474	2001-01-01	KPP
1997.71	1997-01-01	BKK
1997.652	1997-01-01	BKK
1998.879	1998-01-01	BKK
1998.726	1998-01-01	BKK
1998.205	1998-01-01	KPP
1998.06	1998-01-01	BKK
2006.603	2006-01-01	KPP
2000.615	2000-01-01	KPP
2001.375	2001-01-01	KPP
2000.923	2000-01-01	KPP
2000.874	2000-01-01	KPP
2000.872	2000-01-01	KPP
2000.609	2000-01-01	KPP
2000.689	2000-01-01	KPP
2001.595	2001-01-01	BKK
2001.515	2001-01-01	BKK
2001.493_2	2001-01-01	BKK
2000.945	2000-01-01	BKK
2000.363	2000-01-01	BKK
2002.992	2002-01-01	BKK
2002.992_2	2002-01-01	BKK
2006.496	2006-01-01	KPP
1996.945	1996-01-01	BKK
1996.779	1996-01-01	BKK
1996.56	1996-01-01	BKK
1997.304_2	1997-01-01	BKK
1997.729	1997-01-01	BKK
1998.167	1998-01-01	BKK
1998.104	1998-01-01	BKK
1998.737	1998-01-01	BKK
1998.923	1998-01-01	BKK
1998.214	1998-01-01	BKK
1999.074	1999-01-01	BKK
1998.827	1998-01-01	BKK
2011.367	2011-01-01	KPP
1997.112	1997-01-01	BKK
1996.549	1996-01-01	BKK
2000.432	2000-01-01	KPP
1999.17	1999-01-01	BKK
2000.432_2	2000-01-01	BKK
1999.479	1999-01-01	BKK
1998.734	1998-01-01	BKK
1998.09	1998-01-01	BKK
1997.54	1997-01-01	BKK
1998.496	1998-01-01	BKK
1995.581	1995-01-01	KPP
2006.559	2006-01-01	KPP
1998.252	1998-01-01	KPP
1997.444	1997-01-01	BKK
1999.638_2	1999-01-01	BKK
1998.315	1998-01-01	BKK
1996.932	1996-01-01	BKK
1998.5_3	1998-01-01	Myanmar
2006.734	2006-01-01	BKK
2001.89	2001-01-01	BKK
2001.54	2001-01-01	Thailand
2001.54_2	2001-01-01	Thailand
2001.463	2001-01-01	Thailand
2001.452	2001-01-01	BKK
2001.403	2001-01-01	BKK
2000.866	2000-01-01	BKK
2000.787	2000-01-01	BKK
2000.495	2000-01-01	BKK
2000.62	2000-01-01	BKK
2001.14	2001-01-01	BKK
2001.263	2001-01-01	BKK
2001.356_2	2001-01-01	BKK
2006.532	2006-01-01	BKK
2005.967	2005-01-01	BKK
2005.537	2005-01-01	BKK
2005.721	2005-01-01	BKK
2008.738	2008-01-01	H0
2006.5_4	2006-01-01	Singapore
2006.5_5	2006-01-01	Singapore
2005.5_4	2005-01-01	Singapore
2005.5_5	2005-01-01	Singapore
2005.5_6	2005-01-01	Singapore
2005.5_10	2005-01-01	Malaysia
2011.811	2011-01-01	BKK
2010.693	2010-01-01	BKK
2010.619	2010-01-01	KPP
2010.512	2010-01-01	Thailand
2008.246	2008-01-01	P0
2007.5_4	2007-01-01	Thailand
2011.411	2011-01-01	BKK
2010.608	2010-01-01	BKK
2006.784_2	2006-01-01	BKK
2014.197	2014-01-01	BKK
2013.405	2013-01-01	BKK
2012.582	2012-01-01	BKK
2012.361	2012-01-01	H1
2012.362	2012-01-01	H1
2011.033	2011-01-01	BKK
2011.458	2011-01-01	BKK
2007.419_3	2007-01-01	KPP
2007.397	2007-01-01	KPP
2001.126	2001-01-01	N0
2000.454	2000-01-01	BKK
2000.363_2	2000-01-01	BKK
1999.83	1999-01-01	BKK
2000.568	2000-01-01	BKK
1998.907	1998-01-01	BKK
1999.132	1999-01-01	BKK
1999.167	1999-01-01	BKK
1998.603	1998-01-01	BKK
2008.5_4	2008-01-01	Singapore
2008.5_5	2008-01-01	Singapore
2008.5_6	2008-01-01	Singapore
2001.241	2001-01-01	BKK
2000.989	2000-01-01	BKK
2000.795	2000-01-01	BKK
2000.858	2000-01-01	BKK
2000.847	2000-01-01	BKK
2000.973	2000-01-01	BKK
2000.623	2000-01-01	L0
2000.538	2000-01-01	L0
2000.986	2000-01-01	BKK
2003.359_2	2003-01-01	BKK
2003.118	2003-01-01	BKK
2002.247	2002-01-01	BKK
2001.214	2001-01-01	KPP
2000.53	2000-01-01	KPP
2000.527	2000-01-01	KPP
2000.557	2000-01-01	BKK
2000.511	2000-01-01	BKK
1999.641	1999-01-01	BKK
2010.647	2010-01-01	BKK
2010.553	2010-01-01	KPP
2010.455	2010-01-01	Thailand
2009.5_2	2009-01-01	L0
2008.566	2008-01-01	L0
2007.893	2007-01-01	L0
2007.633	2007-01-01	Thailand
2007.633_2	2007-01-01	KPP
2007.392	2007-01-01	KPP
2007.614	2007-01-01	KPP
2006.926_4	2006-01-01	BKK
2006.915	2006-01-01	BKK
2006.364	2006-01-01	KPP
2006.148_2	2006-01-01	BKK
2005.932	2005-01-01	KPP
2006.14_2	2006-01-01	BKK
2006.137	2006-01-01	BKK
2005.814	2005-01-01	KPP
2005.811	2005-01-01	KPP
2006.036	2006-01-01	KPP
2006.29	2006-01-01	BKK
2006.159	2006-01-01	BKK
2006.789	2006-01-01	BKK
2006.46	2006-01-01	KPP
2006.403_2	2006-01-01	BKK
2006.414_2	2006-01-01	BKK
2005.978	2005-01-01	BKK
2006.266	2006-01-01	BKK
2006.304	2006-01-01	BKK
2006.616	2006-01-01	BKK
2002.175	2002-01-01	KPP
2006.381	2006-01-01	BKK
2006.91_3	2006-01-01	BKK
2006.679	2006-01-01	KPP
2006.668	2006-01-01	KPP
2006.622_2	2006-01-01	KPP
2006.603_2	2006-01-01	KPP
2006.658	2006-01-01	KPP
2006.808	2006-01-01	BKK
2006.748	2006-01-01	BKK
2006.792	2006-01-01	BKK
2006.973	2006-01-01	BKK
2006.893	2006-01-01	BKK
2006.162	2006-01-01	BKK
2006.148	2006-01-01	BKK
2006.14	2006-01-01	BKK
2006.521	2006-01-01	BKK
2006.677	2006-01-01	BKK
2006.641	2006-01-01	BKK
2006.57_2	2006-01-01	BKK
2005.14_2	2005-01-01	BKK
2006.94_2	2006-01-01	BKK
2007.622	2007-01-01	KPP
2006.764	2006-01-01	BKK
2006.271	2006-01-01	BKK
2013.159	2013-01-01	BKK
2012.842	2012-01-01	BKK
2012.858	2012-01-01	BKK
2012.762	2012-01-01	BKK
2012.883	2012-01-01	BKK
2012.697	2012-01-01	BKK
2009.5_4	2009-01-01	Cambodia
2008.5	2008-01-01	Vietnam
2008.5_8	2008-01-01	Cambodia
2006.5_6	2006-01-01	Cambodia
2007.5_6	2007-01-01	Cambodia
2008.5_7	2008-01-01	Cambodia
2008.5_9	2008-01-01	Cambodia
2007.5_5	2007-01-01	Cambodia
2006.693	2006-01-01	KPP
2005.5_13	2005-01-01	Cambodia
2006.5_8	2006-01-01	Cambodia
2013.11	2013-01-01	BKK
2012.861	2012-01-01	BKK
2005.5_11	2005-01-01	Cambodia
2002.899	2002-01-01	BKK
2013.066	2013-01-01	BKK
2013.129	2013-01-01	BKK
2008.5_3	2008-01-01	Vietnam
2006.5_3	2006-01-01	Vietnam
2007.5	2007-01-01	Vietnam
2008.5_2	2008-01-01	Vietnam
2006.5	2006-01-01	Vietnam
2005.5	2005-01-01	Vietnam
2006.5_2	2006-01-01	Vietnam
2003.5_3	2003-01-01	Vietnam
2002.5_3	2002-01-01	Cambodia
2007.5_7	2007-01-01	Cambodia
2006.5_7	2006-01-01	Cambodia
2005.5_12	2005-01-01	Cambodia
2007.5_2	2007-01-01	Vietnam
2000.992	2000-01-01	BKK
2000.637	2000-01-01	BKK
2002.37	2002-01-01	P0
2013.279	2013-01-01	BKK
2012.893	2012-01-01	BKK
2005.5_7	2005-01-01	Myanmar
2002.5	2002-01-01	Myanmar
2001.5_2	2001-01-01	Myanmar
2001.5_3	2001-01-01	Myanmar
2001.5_4	2001-01-01	Myanmar
2013.866	2013-01-01	BKK
2012.598	2012-01-01	BKK
2010.655	2010-01-01	BKK
2009.827	2009-01-01	KPP
2010.833	2010-01-01	BKK
2013.69	2013-01-01	BKK
2016.014	2016-01-01	China
2014.745	2014-01-01	BKK
2007.419_2	2007-01-01	KPP
2003.326	2003-01-01	KPP
1995.6	1995-01-01	KPP
1995.6_2	1995-01-01	KPP
1995.5	1995-01-01	KPP
2004.074	2004-01-01	KPP
1995.584	1995-01-01	KPP
1995.641	1995-01-01	KPP
1995.551	1995-01-01	KPP
1998.244	1998-01-01	KPP
1997.685	1997-01-01	KPP
2003.353	2003-01-01	KPP
1997.523	1997-01-01	KPP
2003.315	2003-01-01	KPP
1999.427	1999-01-01	KPP
2002.236	2002-01-01	KPP
2000.869	2000-01-01	BKK
2000.549	2000-01-01	BKK
1994.014	1994-01-01	BKK
2001.093	2001-01-01	BKK
2001.907	2001-01-01	BKK
2001.055	2001-01-01	BKK
2003.91	2003-01-01	KPP
