taxon,date
hDenV1_Colombia_ANT-UDEA-COT0221_2023_EPI_ISL_19644378_2023-08-16,2023.6219
hDenV1_Colombia_ANT-UDEA-COT0017_2023_EPI_ISL_19644379_2023-07-28,2023.5699
hDenV1_Colombia_ANT-UDEA-COT0011_2023_EPI_ISL_19644383_2023-07-21,2023.5507
hDenV1_Colombia_ANT-UDEA-COT0028_2023_EPI_ISL_19644380_2023-08-09,2023.6027
hDenV1_Colombia_un-Yale-DN02365_2023_EPI_ISL_19257639_2023-08-30,2023.6603
hDenV1_Colombia_ANT-UDEA-COA0053_2021_EPI_ISL_19644377_2021-12-09,2021.9370
hDenV1_Colombia_SAN-UIS-0000005_2015_EPI_ISL_17434716_2015,2015.5000
hDenV1_Colombia_SAN-UR-P201080030_2015_EPI_ISL_715217_2015-03,2015.2078
hDenV1_Colombia_un-OUCRU-0000049_2013_EPI_ISL_17439398_2013,2013.5000
hDenV1_Colombia_un-OUCRU-0000053_2013_EPI_ISL_17439435_2013,2013.5000
hDenV1_Colombia_un-OUCRU-0000075_2013_EPI_ISL_17439457_2013,2013.5000
hDenV1_Colombia_MET-INS-424735_2013_EPI_ISL_17783294_2013-06-18,2013.4603
hDenV1_Colombia_VAC-LSPVAC-2407081-VI_2024_EPI_ISL_19285522_2024-05-20,2024.3836
hDenV1_Colombia_un-OUCRU-101230_2013_EPI_ISL_17410893_2013,2013.5000
hDenV1_Colombia_un-OUCRU-358_2013_EPI_ISL_17610702_2013,2013.5000
hDenV1_Colombia_ANT-UDEA-COA0234_2022_EPI_ISL_19644382_2022-04-01,2022.2466
hDenV1_Colombia_BOL-UEB-016_2019_EPI_ISL_20438929_2019-09,2019.7078
hDenV1_Colombia_BOL-UEB-016-1_2019_EPI_ISL_20438933_2019-09,2019.7078
DenV1_un_Colombia_un-UniNorte-1_2001_EPI_ISL_17573003_2001,2001.5000
hDenV1_Colombia_BOL-UEB-152_2019_EPI_ISL_20438930_2019-09,2019.7078
hDenV1_Colombia_BOL-UEB-152-1_2019_EPI_ISL_20438931_2019-09,2019.7078
hDenV1_Colombia_un-INS-484930_2016_EPI_ISL_17783297_2016-07-19,2016.5479
